hotel,is_canceled,lead_time,arrival_date_month,arrival_date_day_of_month,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,city,temperature_2m_mean,rain_sum,people,same_room,total_stays
City Hotel - Indore,1,271,May,5,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,120.6,0,1,Indore,32.670834,0.0,2.0,Yes,4
City Hotel - Jaipur,1,139,May,28,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,152.1,0,0,Jaipur,38.325,0.0,3.0,Yes,4
City Hotel - Pune,1,356,July,6,BB,NOR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,132.3,0,0,Pune,24.65,4.2,3.0,Yes,4
City Hotel - Pune,1,59,September,16,BB,CN,Direct,Direct,0,0,0,0,No Deposit,14.0,0,Transient,137.25,0,0,Pune,23.874998,0.9000001,2.0,Yes,4
City Hotel - Mumbai,1,279,May,9,BB,NOR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.5,0,0,Mumbai,29.606253,0.0,3.0,Yes,4
City Hotel - Mumbai,1,358,September,14,BB,NOR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,132.3,0,0,Mumbai,25.095835,8.8,3.0,Yes,4
City Hotel - Chennai,1,22,January,15,BB,ARG,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,162.0,0,1,Chennai,24.585417,0.0,3.0,Yes,5
City Hotel - Delhi,1,16,October,31,BB,CHN,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,162.0,0,0,Delhi,25.908333,0.0,2.0,Yes,5
City Hotel - Jaipur,1,238,August,30,BB,USA,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,122.83,0,2,Jaipur,26.495834,9.400002,2.0,Yes,6
City Hotel - Chandigarh,1,25,December,27,SC,FRA,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,135.0,0,2,Chandigarh,13.3,9.2,2.0,Yes,4
City Hotel - Ahmedabad,1,303,September,26,HB,RUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,184.5,0,1,Ahmedabad,27.6,19.5,3.0,Yes,10
City Hotel - Ahmedabad,1,80,January,12,BB,GRC,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,230.0,0,0,Ahmedabad,21.65625,0.0,4.0,Yes,1
City Hotel - Chandigarh,1,0,March,5,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient,215.0,0,0,Chandigarh,13.770835,0.0,4.0,Yes,1
City Hotel - Hyderabad,1,27,August,18,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,210.0,0,2,Hyderabad,26.466667,6.499999,3.0,No,1
City Hotel - Jaipur,1,22,January,26,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,160.0,0,0,Jaipur,14.179168,0.0,2.0,Yes,2
City Hotel - Chandigarh,1,1,July,25,SC,ESP,Online TA,TA/TO,0,0,0,0,Refundable,9.0,0,Transient,130.0,0,1,Chandigarh,30.268751,5.7999997,2.0,Yes,2
City Hotel - Chennai,1,171,April,12,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,116.1,0,0,Chennai,29.962503,0.0,2.0,Yes,2
City Hotel - Goa,1,174,June,2,BB,IRL,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,116.1,0,0,Goa,30.00209,7.7,2.0,Yes,2
City Hotel - Ahmedabad,1,171,March,22,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,116.1,0,0,Ahmedabad,29.864584,0.0,2.0,Yes,2
City Hotel - Hyderabad,1,22,April,9,BB,DEU,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,150.0,0,2,Hyderabad,29.80625,0.1,2.0,Yes,2
City Hotel - Indore,1,157,November,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0,Transient,80.1,0,1,Indore,26.25625,0.0,2.0,Yes,3
City Hotel - Pune,1,108,June,1,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,150.0,0,2,Pune,29.316668,0.1,2.0,Yes,3
City Hotel - Pune,1,255,August,18,HB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,141.3,0,0,Pune,24.668749,30.300003,2.0,Yes,3
City Hotel - Delhi,1,157,November,3,HB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,177.3,0,0,Delhi,24.474998,0.0,3.0,Yes,3
City Hotel - Kochi,1,183,January,15,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,117.9,0,0,Kochi,26.35,0.8000001,2.0,Yes,3
City Hotel - Delhi,1,27,July,7,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,153.33,0,1,Delhi,28.554167,0.1,2.0,Yes,3
City Hotel - Indore,1,1,December,13,SC,NOR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,133.33,0,0,Indore,15.414584,0.0,2.0,Yes,3
City Hotel - Mumbai,1,233,March,5,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,120.6,0,0,Mumbai,23.989584,0.0,2.0,Yes,3
City Hotel - Indore,1,136,July,4,HB,DNK,Direct,Direct,0,0,0,1,No Deposit,14.0,0,Transient,193.0,0,0,Indore,25.700003,11.3,1.0,Yes,4
City Hotel - Chennai,1,336,May,6,BB,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,116.1,0,0,Chennai,32.539585,0.0,3.0,Yes,4
City Hotel - Pune,1,334,January,17,BB,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,132.3,0,1,Pune,20.104164,0.0,3.0,Yes,4
City Hotel - Hyderabad,1,334,February,1,BB,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,116.1,0,0,Hyderabad,23.808334,0.0,3.0,Yes,4
City Hotel - Lucknow,1,152,April,17,BB,AUT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,143.1,0,0,Lucknow,31.1875,0.0,2.0,Yes,4
City Hotel - Mumbai,1,207,March,19,SC,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,0,Mumbai,26.589584,0.0,2.0,Yes,4
City Hotel - Bangalore,1,180,April,21,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,117.9,0,0,Bangalore,30.283339,0.0,2.0,Yes,5
City Hotel - Indore,1,23,May,11,BB,MAR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,192.0,0,0,Indore,33.622917,0.0,1.0,Yes,5
City Hotel - Bangalore,1,182,December,1,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,117.9,0,0,Bangalore,21.514582,13.700001,2.0,Yes,5
City Hotel - Bhopal,1,247,November,16,BB,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,125.1,0,1,Bhopal,22.220833,0.0,3.0,Yes,7
City Hotel - Indore,1,152,April,1,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Indore,28.485418,0.0,3.0,Yes,1
City Hotel - Pune,1,10,January,28,SC,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.0,0,1,Pune,22.964582,0.0,2.0,Yes,1
City Hotel - Bangalore,1,152,January,31,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,152.1,0,0,Bangalore,23.170835,0.0,2.0,Yes,1
City Hotel - Mumbai,1,2,February,17,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,160.0,0,1,Mumbai,26.68542,0.0,2.0,Yes,1
City Hotel - Lucknow,1,24,October,31,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,190.0,0,2,Lucknow,26.714582,0.0,3.0,Yes,1
City Hotel - Chandigarh,1,167,July,28,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,152.1,0,0,Chandigarh,32.60208,4.0,3.0,Yes,1
City Hotel - Hyderabad,1,39,March,18,SC,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,140.0,0,0,Hyderabad,27.920835,0.7,1.0,Yes,1
City Hotel - Delhi,1,19,June,18,HB,PRT,Direct,Direct,0,0,0,1,No Deposit,14.0,0,Transient,220.6,0,2,Delhi,38.954166,0.0,2.0,Yes,1
City Hotel - Lucknow,1,102,June,19,SC,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,120.0,0,1,Lucknow,37.514584,0.0,2.0,Yes,2
City Hotel - Pune,1,15,October,27,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,2,Pune,24.177084,0.0,1.0,Yes,2
City Hotel - Indore,1,325,March,7,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,103.5,0,2,Indore,22.614586,0.0,2.0,Yes,2
City Hotel - Kochi,1,315,January,13,BB,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Kochi,26.670835,0.0,1.0,Yes,2
City Hotel - Kolkata,1,12,June,21,BB,MOZ,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,2,Kolkata,28.91667,0.8,2.0,Yes,2
City Hotel - Kolkata,1,12,February,14,BB,MOZ,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,2,Kolkata,22.429169,0.0,2.0,Yes,2
City Hotel - Chennai,1,60,March,4,BB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,155.0,0,1,Chennai,27.045835,0.1,2.0,Yes,2
City Hotel - Mumbai,1,53,February,24,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,135.0,0,1,Mumbai,25.074997,0.0,2.0,Yes,2
City Hotel - Kochi,1,315,July,15,BB,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,99.9,0,0,Kochi,25.485415,35.000004,2.0,Yes,2
City Hotel - Delhi,1,325,April,3,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,103.5,0,2,Delhi,28.147919,0.0,2.0,Yes,2
City Hotel - Delhi,1,53,September,22,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,135.0,0,1,Delhi,28.977081,0.0,2.0,Yes,2
City Hotel - Delhi,1,12,November,25,BB,MOZ,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,2,Delhi,20.235416,0.0,2.0,Yes,2
City Hotel - Indore,1,229,September,29,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,120.6,0,0,Indore,24.202085,4.7999997,2.0,Yes,2
City Hotel - Goa,1,6,June,5,SC,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,105.0,0,1,Goa,27.527084,12.9,2.0,Yes,2
City Hotel - Pune,1,24,June,19,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,130.0,0,0,Pune,25.054167,1.9,1.0,Yes,2
City Hotel - Goa,1,35,October,23,SC,CHE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,130.0,0,1,Goa,26.520834,12.700001,2.0,Yes,2
City Hotel - Delhi,1,12,April,3,BB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,129.0,0,1,Delhi,28.147919,0.0,1.0,Yes,2
City Hotel - Delhi,1,53,July,27,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,135.0,0,1,Delhi,30.577087,4.5,2.0,Yes,2
City Hotel - Lucknow,1,315,August,29,BB,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Lucknow,28.654165,2.0,2.0,Yes,2
City Hotel - Ahmedabad,1,2,November,12,BB,PRT,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient-Party,80.0,0,1,Ahmedabad,27.929167,0.0,2.0,Yes,2
City Hotel - Indore,1,56,May,7,SC,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,133.33,0,0,Indore,33.85,0.0,2.0,Yes,3
City Hotel - Lucknow,1,19,December,27,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,126.67,0,0,Lucknow,19.716665,0.0,2.0,Yes,3
City Hotel - Ahmedabad,1,142,April,17,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Ahmedabad,35.306248,0.0,2.0,Yes,3
City Hotel - Goa,1,44,May,30,BB,CN,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,153.33,0,1,Goa,30.079165,0.8,2.0,Yes,3
City Hotel - Lucknow,1,125,July,14,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,135.0,0,0,Lucknow,29.739584,15.900001,2.0,Yes,3
City Hotel - Lucknow,1,476,September,18,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Lucknow,28.072914,2.3999999,2.0,Yes,3
City Hotel - Hyderabad,1,56,September,20,SC,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,133.33,0,0,Hyderabad,26.029165,3.5,2.0,Yes,3
City Hotel - Delhi,1,476,July,29,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Delhi,32.014584,0.3,2.0,Yes,3
City Hotel - Goa,1,476,November,10,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Goa,26.966665,0.0,2.0,Yes,3
City Hotel - Kolkata,1,476,March,26,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,91.33,0,0,Kolkata,27.068748,0.2,1.0,Yes,3
City Hotel - Lucknow,1,476,September,30,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Lucknow,27.995834,1.0,2.0,Yes,3
City Hotel - Lucknow,1,476,August,11,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Lucknow,27.802084,7.599999,2.0,Yes,3
City Hotel - Goa,1,111,November,1,BB,CHE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,177.33,0,2,Goa,26.36458,0.7,3.0,Yes,3
City Hotel - Lucknow,1,476,March,11,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Lucknow,20.985416,0.0,2.0,Yes,3
City Hotel - Kochi,1,476,April,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Kochi,29.227087,2.2,2.0,Yes,3
City Hotel - Pune,1,125,August,11,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,135.0,0,0,Pune,24.133331,1.1,2.0,Yes,3
City Hotel - Mumbai,1,476,July,15,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Mumbai,26.581253,6.899999,2.0,Yes,3
City Hotel - Pune,1,82,January,1,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,150.0,0,1,Pune,21.968748,0.0,2.0,Yes,3
City Hotel - Lucknow,1,82,February,29,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,190.0,0,0,Lucknow,18.983332,0.0,3.0,Yes,3
City Hotel - Chennai,1,175,August,13,BB,CN,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,1,Chennai,28.633333,0.4,2.0,Yes,3
City Hotel - Kolkata,1,476,November,29,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Kolkata,24.366669,0.4,2.0,Yes,3
City Hotel - Ahmedabad,1,476,December,3,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,229.0,0,Transient-Party,112.67,0,0,Ahmedabad,25.914583,0.0,2.0,Yes,3
City Hotel - Bhopal,1,141,January,3,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.1,0,1,Bhopal,18.418749,1.7,1.0,Yes,3
City Hotel - Chennai,1,44,January,20,BB,CN,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,153.33,0,1,Chennai,25.741669,0.0,2.0,Yes,3
City Hotel - Delhi,1,163,July,17,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,152.1,0,0,Delhi,31.199997,1.2,3.0,Yes,4
City Hotel - Bangalore,1,51,October,23,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,232.5,0,1,Bangalore,22.404167,18.600002,3.0,Yes,4
City Hotel - Bangalore,1,151,September,14,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Bangalore,23.066664,0.90000004,2.0,Yes,4
City Hotel - Lucknow,1,151,June,26,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.1,0,0,Lucknow,31.189589,11.6,2.0,Yes,4
City Hotel - Jaipur,1,151,March,12,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Jaipur,23.670832,0.0,1.0,Yes,4
City Hotel - Bangalore,1,193,May,23,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,1,Bangalore,26.052086,0.70000005,2.0,Yes,5
City Hotel - Chennai,1,8,July,30,BB,GBR,Direct,Direct,0,0,0,0,No Deposit,14.0,0,Transient,110.88,0,0,Chennai,30.545832,1.5000001,2.0,Yes,5
City Hotel - Goa,1,159,September,3,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.1,0,0,Goa,25.181252,14.000002,1.0,Yes,5
City Hotel - Ahmedabad,1,58,April,28,BB,CHE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,152.0,0,1,Ahmedabad,34.114582,0.0,2.0,Yes,5
City Hotel - Indore,1,193,December,19,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,1,Indore,20.766665,0.0,2.0,Yes,5
City Hotel - Chandigarh,1,285,February,18,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,1,Chandigarh,18.727083,0.0,2.0,Yes,5
City Hotel - Delhi,1,229,January,18,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,125.1,0,2,Delhi,11.34375,0.0,3.0,Yes,6
City Hotel - Kolkata,1,229,November,8,SC,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,1,Kolkata,25.606253,0.0,2.0,Yes,6
City Hotel - Lucknow,1,141,November,5,HB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,141.3,0,1,Lucknow,24.620834,0.0,2.0,Yes,6
City Hotel - Delhi,1,229,November,13,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,125.1,0,0,Delhi,23.90625,0.0,3.0,Yes,6
City Hotel - Bangalore,1,253,October,19,SC,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,2,Bangalore,21.435415,16.7,2.0,Yes,7
City Hotel - Indore,1,307,October,24,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,119.0,0,3,Indore,24.112503,0.0,2.0,Yes,7
City Hotel - Pune,1,161,June,15,BB,LUX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Pune,25.229164,3.3999996,2.0,Yes,7
City Hotel - Bangalore,1,162,April,15,BB,LUX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.1,0,0,Bangalore,28.264585,0.0,1.0,Yes,7
City Hotel - Chandigarh,1,162,November,5,BB,LUX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.1,0,0,Chandigarh,22.666666,0.0,1.0,Yes,7
City Hotel - Jaipur,1,174,September,11,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,83.0,0,Transient,103.2,0,0,Jaipur,26.668755,17.2,2.0,Yes,7
City Hotel - Delhi,1,161,February,4,BB,LUX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Delhi,16.022917,4.9000006,2.0,Yes,7
City Hotel - Ahmedabad,1,307,February,22,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,155.0,0,3,Ahmedabad,23.727081,0.0,3.0,Yes,7
City Hotel - Jaipur,1,6,May,27,BB,DEU,Online TA,TA/TO,0,0,0,0,Non Refund,9.0,0,Transient,135.0,0,1,Jaipur,38.633335,0.0,1.0,Yes,1
City Hotel - Kolkata,1,0,April,22,BB,FRA,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,190.0,0,3,Kolkata,33.308334,0.0,1.0,Yes,1
City Hotel - Ahmedabad,1,14,August,30,SC,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,98.0,0,1,Ahmedabad,27.229166,2.4,2.0,Yes,1
City Hotel - Jaipur,1,47,July,25,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,130.0,0,1,Jaipur,27.893747,21.900003,1.0,Yes,2
City Hotel - Pune,1,138,October,1,SC,USA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,108.0,0,0,Pune,25.739584,0.0,2.0,Yes,2
City Hotel - Goa,1,31,May,10,SC,CHE,Online TA,TA/TO,0,0,0,0,No Deposit,0.0,0,Transient,60.0,0,1,Goa,30.71875,0.0,2.0,Yes,2
City Hotel - Pune,1,162,September,14,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0,Transient,80.1,0,1,Pune,23.414583,0.90000004,2.0,Yes,2
City Hotel - Chennai,1,21,July,2,SC,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,130.0,0,1,Chennai,30.685417,0.0,2.0,Yes,2
City Hotel - Ahmedabad,1,111,March,13,SC,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,120.0,0,0,Ahmedabad,26.793749,0.0,2.0,Yes,2
City Hotel - Indore,1,156,April,29,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,0,Indore,32.356247,0.0,2.0,Yes,3
City Hotel - Goa,1,41,June,28,BB,IDN,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,233.33,0,0,Goa,25.270834,41.800003,3.0,Yes,3
City Hotel - Indore,1,193,February,11,SC,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,2,Indore,19.258333,0.0,2.0,Yes,3
City Hotel - Goa,1,288,May,17,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,1,Goa,30.672918,9.5,2.0,Yes,3
City Hotel - Goa,1,156,August,24,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,0,Goa,25.164583,35.299995,2.0,Yes,3
City Hotel - Kochi,1,82,February,10,SC,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,120.0,0,1,Kochi,28.906248,0.0,2.0,Yes,3
City Hotel - Bhopal,1,130,November,29,HB,FRA,Direct,Direct,0,0,0,1,No Deposit,14.0,0,Transient,144.0,0,1,Bhopal,17.881252,0.0,2.0,Yes,3
City Hotel - Bhopal,1,190,September,2,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,147.9,0,0,Bhopal,25.235418,22.400002,3.0,Yes,4
City Hotel - Bangalore,1,189,July,16,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Bangalore,21.772917,15.200002,2.0,Yes,4
City Hotel - Pune,1,58,October,22,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,89.0,0,0,Pune,24.172915,0.3,2.0,Yes,4
City Hotel - Jaipur,1,172,April,28,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,8.0,0,Transient,98.1,0,0,Jaipur,31.041664,0.0,1.0,Yes,4
City Hotel - Hyderabad,1,181,July,24,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,1,Hyderabad,23.32708,16.900002,2.0,Yes,4
City Hotel - Bhopal,1,190,September,26,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,147.9,0,0,Bhopal,25.88125,10.100002,3.0,Yes,4
City Hotel - Ahmedabad,1,147,September,14,SC,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,0,Ahmedabad,26.047918,2.4,2.0,Yes,4
City Hotel - Mumbai,1,189,January,29,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,107.1,0,0,Mumbai,25.287506,0.0,2.0,Yes,4
City Hotel - Chennai,1,138,June,11,BB,ITA,Direct,Direct,0,0,0,0,No Deposit,14.0,0,Transient,108.0,0,0,Chennai,30.558336,10.4,2.0,Yes,5
City Hotel - Delhi,1,30,September,13,BB,BRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,176.0,0,1,Delhi,25.410416,24.500004,3.0,Yes,5
City Hotel - Mumbai,1,206,June,21,BB,AUT,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,145.1,0,0,Mumbai,27.597918,18.9,3.0,Yes,6
City Hotel - Ahmedabad,1,358,February,13,HB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,134.1,0,1,Ahmedabad,23.30208,0.0,2.0,Yes,7
City Hotel - Ahmedabad,1,159,June,27,SC,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,0,Ahmedabad,30.918753,0.2,1.0,Yes,1
City Hotel - Mumbai,1,0,September,27,SC,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,140.0,0,2,Mumbai,26.120832,54.6,2.0,Yes,1
City Hotel - Hyderabad,1,22,January,15,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,140.0,0,0,Hyderabad,23.737501,0.0,2.0,Yes,2
City Hotel - Bhopal,1,226,February,27,SC,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,89.1,0,0,Bhopal,21.133335,3.7,1.0,Yes,2
City Hotel - Pune,1,155,April,30,BB,USA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,152.1,0,0,Pune,32.943752,0.0,2.0,Yes,2
